iter	Logloss
0	0.5486589971
1	0.4608544314
2	0.3873209787
3	0.32540476
4	0.2779568523
5	0.2472660381
6	0.2225951296
7	0.1874558619
8	0.1704461462
9	0.1514158225
10	0.14195815
11	0.1339836076
12	0.1278116483
13	0.1203908258
14	0.1132094136
15	0.1082171626
16	0.1047085625
17	0.1028129063
18	0.09922182771
19	0.0965771321
20	0.09537647517
21	0.09395996975
22	0.09240334482
23	0.09111600166
24	0.09015216761
25	0.0887242611
26	0.08801216741
27	0.08753595832
28	0.08705189724
29	0.08671767833
30	0.08633163679
31	0.08598972533
32	0.08571348403
33	0.0848854513
34	0.08463215046
35	0.08444879215
36	0.08424973263
37	0.0840792908
38	0.08392578956
39	0.08378084678
40	0.08331076221
41	0.08311970422
42	0.08294994927
43	0.08258757925
44	0.08248575926
45	0.08238177594
46	0.08225633483
47	0.08217383453
48	0.08208419916
49	0.08201901119
50	0.08192200308
51	0.08186118556
52	0.08177368146
53	0.08169511406
54	0.08160805987
55	0.08153145181
56	0.08143135492
57	0.08136001567
58	0.08113035909
59	0.08107659502
60	0.08101210184
61	0.08096436561
62	0.08091172154
63	0.08084265678
64	0.08079118141
65	0.08074070704
66	0.08067860309
67	0.0806240845
68	0.08058016657
69	0.08056148055
70	0.0805123233
71	0.08046521775
72	0.08044354994
73	0.08036767689
74	0.08019056534
75	0.08014575163
76	0.07995501836
77	0.07990961447
78	0.07988015395
79	0.07983198854
80	0.079788747
81	0.0797458094
82	0.07970928186
83	0.07967545602
84	0.0796337388
85	0.07960840204
86	0.07958988558
87	0.07954402906
88	0.07949595227
89	0.07945045199
90	0.07942855148
91	0.07938464904
92	0.07933392008
93	0.07929818158
94	0.07927390976
95	0.07923030074
96	0.07918498647
97	0.07915585636
98	0.07912496945
99	0.07908718335
100	0.07905578971
101	0.07902286961
102	0.07899975559
103	0.07897074523
104	0.07894040297
105	0.07892381311
106	0.07888649294
107	0.0788405209
108	0.0788013905
109	0.07878663983
110	0.07875329554
111	0.07872861606
112	0.07869550436
113	0.07867875491
114	0.07863402345
115	0.07858529621
116	0.07849059712
117	0.078462617
118	0.07842889162
119	0.07841013005
120	0.07837370774
121	0.07835268065
122	0.07832725562
123	0.07830120574
124	0.07825926996
125	0.07823793898
126	0.07821589275
127	0.0781850933
128	0.07814530593
129	0.07810815218
130	0.07808689549
131	0.07806956567
132	0.07804365638
133	0.07802158313
134	0.07799294396
135	0.0779593306
136	0.07793246931
137	0.07790179144
138	0.07783830363
139	0.07780752421
140	0.07777997364
141	0.07775981199
142	0.07774017952
143	0.07770707143
144	0.07768825505
145	0.07766743327
146	0.07763102992
147	0.07761372387
148	0.07758049261
149	0.07755878554
150	0.07754360351
151	0.07751047694
152	0.07747676024
153	0.07745418068
154	0.07743700722
155	0.07740113259
156	0.0773865805
157	0.07734324088
158	0.07730049164
159	0.07728575616
160	0.07726392843
161	0.0771891248
162	0.07717764305
163	0.07716994335
164	0.07713095598
165	0.0771117314
166	0.07706957674
167	0.07705067752
168	0.07701711548
169	0.07699696275
170	0.07697229311
171	0.07696220758
172	0.07695637169
173	0.07693764937
174	0.07690456649
175	0.07683380646
176	0.07680298931
177	0.07676973995
178	0.07673129191
179	0.07670607899
180	0.07668759253
181	0.07666043566
182	0.07663382967
183	0.07660659029
184	0.07657897004
185	0.07653389088
186	0.07649971642
187	0.07648159356
188	0.07644368919
189	0.07641408717
190	0.07639033271
191	0.07637296869
192	0.0763539777
193	0.07631442695
194	0.07629064122
195	0.07627101777
196	0.07624441789
197	0.07622061284
198	0.07619332801
199	0.07616189646
200	0.07614425969
201	0.07612037583
202	0.0760939808
203	0.07607056052
204	0.07604356843
205	0.07601736541
206	0.07598237115
207	0.07596792041
208	0.0759123893
209	0.07587883501
